question,answer,intent,label
"코로나 관련 학교출석 몇일 전 집에 감기가 돌았습니다.그래서 전 당연히 코로나 관련 유증상이니까 자가진단에서 유증상을 택하여 등교중지가 떴습니다. 근데 그걸, 만약 정말 코로나지만 학교를 가서 입꾹닫하다가 코로나를 전염시켰을시에 어떤 처벌을 받게되고 만약 코로나 유증상임에도 끝까지 숨겼을때 어떤 불이익이 있나요?",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"이제 위드코로나 안하나요?.. , 계속 위드코로나일줄 알고 10시까지 놀려고 했는데 슬프네요 진짜 위드코로나 이제 안하는건가요? 만약 위드코로나 안하면 그 전이랑 똑같이 4명에서가는데 백신 2차 두명까지 맞고 10시까지 놀 수 있는건가요? 아니면 그냥 8시인가 그때까지 놀 수 있는건가요..","위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787 ",위드코로나 중단 조건,32
"코로나증상 어제부터 코감기에 걸린것같은데 코로나인지 불안해서 글 적어요. 독감예방접종을 맞고나서, 코로나 대표증상인 구토, 미각, 후각 기능저하, 호흡곤란은 없었구요. 몸살은 저번주에 독감을 맞고, 몸살을 앓은 정도인것같아요. 내일 코로나 검사받으러 갈것같긴한데 코로나일 가능성이 많나요?","코로나는 감기와 증상이 비슷하여 구분하기 쉽지 않습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열 증상이 있을 경우 코로나일 가능성이 높으며, 이 외에도 기침, 구토 및 설사, 어지럼증, 몸살, 미각 상실 등의 증상이 있습니다. 걱정이 되신다면 검사를 받아보시는 걸 권해드립니다.",경미한 의심증상,2
중국 정부 코로나 중국 정부는 코로나 관련해서 배상을 할까요? 만약 코로나가 중국이 아니라 미국에서 퍼졌다면 어떻게 됐을까요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나백신 주제탐구 안녕하세요 저는 고1 학생입니다 이번 과학시간에 진로와 연관된 주제탐구를 발표해야해요 코로나 백신이 RNA백신이라고 들었는데 코로나백신, 4.기저질환자에게 코로나 백신이 더 위험한 이유는 뭔가요? 이분야에 대해 자세히 아는 분만 답변 부탁드립니다!!","약화된 바이러스를 주입하는 코로나19 백신은 없습니다. 1. 불활화된 코로나19 바이러스를 이용 (시노팜, 시노백) : 사독백신 2. 코로나19 바이러스의 유전 정보를 이용 → mRNA: 화이자, 모더나 / 아데노바이러스 벡터: 아스트로제네카, 얀센, 스푸트니크 V / 단백질 재조합: 노바백스",백신생성 질문,68
제가 코로나 밀접 접촉자라서 1차 음성을 받고 자가격리 중인데 지금 열은 없고 코막힘 과 마른 기침이 있었습니다 그래서 어제 약을 먹었더니 기침은 거의 없어졌고 코도 살짝 막히는데 코로나 인가요?,"증상으로 코로나를 구분하는 것은 불가능하기도 하거니와 정확한 구분이 아니어서, 이 내용으로 코로나 여부를 답변하는 것은 부적절합니다. 밀접 접촉자로 자가격리 중이라면, 이를 관계부처(현재 자가격리를 관할하는 상담자나 지자체 보건소 등)에 통보하여 적절한 조치를 받도록 하세요",밀접 접촉자 증상 질문,5
"코로나 확진자랑 같은 반 중1 여학생입니다 학원 반에 저 포함 총 3명이 있는데 그 중 한 명이 코로나 확진을 받았대요 어제, 감기기운 있는 상태에서는 코로나 걸릴 확률이 더 높나요..? 2. 온클 끝나고 코로나 검사 받으러, 학원 끝나고 원래 도장 가야하는데 코로나 땜에 검사 결과 나올 때까진 못가려나요..","증상으로 코로나를 구분하는 것은 불가능하기도 하거니와 정확한 구분이 아니어서, 이 내용으로 코로나 여부를 답변하는 것은 부적절합니다. 밀접 접촉자로 자가격리 중이라면, 이를 관계부처(현재 자가격리를 관할하는 상담자나 지자체 보건소 등)에 통보하여 적절한 조치를 받도록 하세요",밀접 접촉자 증상 질문,5
"이거 코로나일까요 제가 23, 24일에 서울이랑 경기도에 갔다 왔는데 기숙사에 들어가야 해서 24일에 코로나 검사를 했고 음성이 나왔거든요 근데 어제(26일)에, 화장실 가서 억지로 다 토했어요 근데 너무 갈증나서 한번에 생수 500ml짜리 2통 마셨습니다 코로나 증상 중에 구토도 포함되나요 저 혹시 코로나일까요?","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상,2
위드코로나 중단 가능성있나요?? 제가 잘 몰라서요 위드코로나가 중단될 가능성이 있나요 ? 오늘 오미크론? 변이 관련 질병청 회의중이라는 기사 봤는데 위드코로나가 중단될 가능성도 있어요? 아님 가능성 제로 인가요 궁금해요~~,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787 ",위드코로나 중단 조건,32
강북구 외국인 코로나 검사 강북구 거주 외국인은 코로나 검사 필수인가요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
아침에 코로나 검사를 받고 왔는데 한쪽 눈만 눈을 돌렸을 때 아픈건 혹시 코로나 증상인가요? 코로나 증상에는 없는 거 같은데 혹시나 무증상일 수 있기도 해성요,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
코로나 화이자 백신2차 코로나 화이자 백신 맞고 죽을 수도 있나요?,백신 접종 부작용에 대한 더 자세한 내용은 다음 링크에서 확인하실 수 있습니다. https://korean.cdc.gov/coronavirus/2019-ncov/vaccines/expect/after.html,백신접종 부작용,71
"코로나 증상인지 봐주세요 저희 반에 11월8일날 확진자가 나와서 코로나 검사를 받았는데 음성이 나왔어요. 그래서 자가격리 중인데, 제가 평소에 먹던 약이 있었어요. 근데, 열은 37.1도가 최고 온도이고 그 외에 다른증상은 없어요. 기침은 가끔? 조금씩 하네요. 이거 코로나 증상인가요? + 콧물 조금 나옴",열은 좀더 자주 측정하면서 경과를 보셔야합니다. 이러다가 열이오르면 1339 통화해보시는것이 좋겠습니다. 요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다. 증상으로 코로나를 구별할 수는 없지만 코로나는 아닌것 같으니 너무 걱정하지마세요,경미한 의심증상,2
위드코로나 중단 될까요? 내일 위드코로나 관련 발표를 한다고 하던데요 현재 확진자도 많이 나오고 있고 그리고 오미크론이라고 새 변이 바이러스가 발견됐다고 하던데 지금 현재로서는 위드코로나 중단 가능성이 있을까요,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787 ",위드코로나 중단 조건,32
코로나 상생 소비지원금 1. 코로나 상생소비지원금 나오는 건지 물어볼려고 전화했다가 신청됬는데 상관없나요?? (어제 신청했었어요) 2. 이렇게 문자왔는 코로나상생소비지원금 받을수 있나요??,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나 밀접 접촉자인데 백신 2차까지 접종 후 2주가 지나면 자가격리를 하지 않아도 되잖아요 근데 만약 발열, 인후통 등 코로나 의심 증상이 있다면 증상이 다 나을 때까지 자가격리인가요?","지인분의 검사 결과가 양성이라면, 역학조사를 통해서 코로나에 확진된 날짜를 조사하게 되고, 그 날짜에 질문자님을 만났다면 2주간 자가격리하셔야 됩니다.",밀접접촉자 음성,66
위드코로나 이후 자가격리 이제 위드코로나 됬는데 화요일에 같이 같은팀으로 농구를 40분동안 해서 밀접접촉이라고 해서 코로나 검사 받고 음성나왔는데 자가격리인가요??,"지인분의 검사 결과가 양성이라면, 역학조사를 통해서 코로나에 확진된 날짜를 조사하게 되고, 그 날짜에 질문자님을 만났다면 2주간 자가격리하셔야 됩니다.",밀접접촉자 음성,66
위드코로나 이후 여행트렌드 위드코로나 정책을 오는 11월부터 시행할텐데 기존에 이미 많은 사람들이 코로나 바이러스라는 팬데믹 이후 건강과 안전에 대한 관심이 커져있는 상황에서 여행트렌드는 어떻게 변할까요..?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
위드코로나 보건의료인으로서 위드코로나에 대한 견해 뭐가 있을까요? 백신패스에 대한 찬반도 견해에 해당하는 건가요? 보건의료 계열에서의 백신패스 장단점도 같이 알려주세요 위드코로나와 백신패스에 대한 개념은 알고있습니다!,백신패스에 대한 다른 사람의 글을 추천해 드릴게요. https://onebeat.tistory.com/107,백신패스,79
코로나 인가요? ㅠㅠㅠ 미열도 나고 기침도 계속 하는데 코로나 인가요? ㅠㅠㅠ 코로나 검사 받아야 되는건가요?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,열은 좀더 자주 측정하면서 경과를 보셔야합니다. 이러다가 열이오르면 1339 통화해보시는것이 좋겠습니다. 요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다. 증상으로 코로나를 구별할 수는 없지만 코로나는 아닌것 같으니 너무 걱정하지마세요,경미한 의심증상,2
코로나코로나연극 위드코로나시작되면 소극장연극볼때 거리두기할까요? 위드코로나시작되면 연극보고 포토타임할까요?,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
"코로나 두통 두통잇는데 코로나일까요 어제 저녁에는 두통&울렁거림 잇어서 체한줄알앗는데 오늘은 울렁거림은 없고 두통만잇네요 열은 없구요 코로나일까요,ㅠ","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상,2
위드 코로나가 뭐에요,위드 코로나 뜻은 단계적 일상회복입니다. 2020년 초부터 전 세계로 확산된 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념인데요. 코로나19의 완전한 종식을 기대하는 것보다 그에 대한 인식과 방역체계를 바꿔 코로나19와의 공존을 준비해야 한다는 것을 말합니다.,위드코로나,26
